# Pathway	VNF1S288	VNF2S289	VNF3S290	VNF4S291	VNF5S292	VTF1S293	VTF2S294	VTF3S295	VTF4S296	VTF5S297	VIF1S283	VIF2S284	VIF3S285	VIF4S286	VPF1S287	VPF2S288	VPF3S289	VPF4S290	VPF5S291	VNA1S233	VNA2S234	VNA3S235	VNA4S236	VNA5S237	VTA1S238	VTA2S239	VTA3S240	VTA4S241	VTA5S242	VIA1S243	VIA2S244	VIA3S245	VIA4S246	VIA5S247	VPA1S248	VPA2S249	VPA3S250	VPA4S251
season	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry
PWY1ZNC-1: assimilatory sulfate reduction IV	55.1441	55.1963	59.041	53.9602	60.8795	51.5784	51.5784	55.3806	45.4169	54.1431	52.1456	39.9299	47.9627	50.2272	51.8063	51.8063	55.9504	51.5087	48.9159	54.6271	47.6171	52.4203	44.942	49.4167	47.8359	56.0085	45.2638	53.2226	56.8426	57.8667	52.8275	56.7254	60.4436	54.8337	58.6618	57.6342	48.878	52.4248
PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.950866	0	0	0	0	0	0	0	0	0	0	0	0
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	8.74554	8.75451	6.23801	8.41473	3.88557	8.60299	8.60299	6.71247	4.18946	5.18425	7.63626	1.5972	6.30944	4.94704	4.24985	4.24985	5.36253	5.28366	4.47152	7.3239	8.76065	1.9824	3.50501	4.54896	6.64785	6.8681	7.87572	6.11099	7.58467	2.73056	0.941566	5.1094	3.81203	4.09162	2.98248	2.13376	0.66797	5.12686
PWY490-3: nitrate reduction VI (assimilatory)	7.36164	7.36876	5.12794	5.84088	6.16858	5.92506	5.92506	4.66864	5.3832	5.67395	5.70676	1.00619	2.94316	5.22347	3.70078	3.70078	5.46991	4.49289	3.88391	1.61937	2.68136	1.65417	3.16743	1.2601	3.27874	4.79355	3.89385	3.87775	5.24421	2.871	6.98213	3.80126	4.03152	2.35565	5.47124	3.76557	3.7388	4.42632
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	13.1106	13.1241	6.84621	9.24705	9.06712	9.12364	9.12364	8.29203	8.15118	7.5792	10.9023	8.06674	7.70754	9.60901	9.78664	9.78664	13.5704	11.0673	9.01446	3.7835	5.30329	3.01769	5.97039	4.91899	4.61367	9.70005	7.43788	9.60606	7.2362	7.44789	7.36459	6.85102	9.82466	5.05417	9.59414	9.79413	4.13637	9.59511
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	13.1106	13.1241	6.84621	9.24705	9.06712	9.12364	9.12364	8.29203	8.15118	7.5792	10.9023	8.06674	7.70754	9.60901	9.78664	9.78664	13.5704	11.0673	9.01446	3.7835	5.30329	3.01769	5.97039	4.91899	4.61367	9.70005	7.43788	9.60606	7.2362	7.44789	7.36459	6.85102	9.82466	5.05417	9.59414	9.79413	4.13637	9.59511
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.833464	0.834292	1.23184	0.532119	1.98523	1.13118	1.13118	1.02351	0.778064	0.900509	2.88092	1.33481	2.06409	2.27532	4.32627	4.32627	3.03025	3.70607	1.33223	0	0	0	0	0.98811	0	0	0	1.85831	2.08878	1.69451	0	1.36488	2.98444	0	2.44478	3.50066	0	2.44006
PWY5F9-12: biphenyl degradation	0.412536	0.412959	0.357249	0.764906	0	0.518145	0.518145	0.997143	0.253916	0.519967	0.0918762	0	0.434458	0.642343	1.486	1.486	0.863414	2.0353	0.322459	0	0	0	0	0.214126	0.816193	0	1.06682	0.687101	0.84826	0.923167	0.90436	0	0.780427	0.739547	0.991475	0.895172	1.67215	0.776424
PWY66-201: nicotine degradation IV	0	0	0	0	0	0	0	0	0.495918	0	0.174091	0	0	0	0	0	0.19488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-367: ketogenesis	14.418	14.4331	13.7314	14.3917	11.2956	9.63905	9.63905	6.5551	11.0433	9.86868	11.6792	5.49373	8.60581	13.505	10.0092	10.0092	11.1763	9.81557	9.626	7.81593	12.3069	9.10706	2.78478	7.69411	3.44191	11.1397	6.45168	10.7045	8.70358	6.6434	9.90397	7.31122	6.67962	4.93995	8.14436	13.2049	6.36538	9.29468
PWY66-389: phytol degradation	26.0042	26.0443	24.574	28.1317	28.094	23.0962	23.0962	27.2786	20.261	28.051	31.7894	25.6076	28.0273	27.41	27.9214	27.9214	33.5833	31.0187	27.0821	19.6199	19.9181	22.7327	15.2981	22.773	24.9308	21.3559	24.7579	26.376	28.5618	26.4795	29.7517	26.8041	27.8744	22.408	29.2933	28.7112	22.006	25.5813
"PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)"	2.16854	2.17069	3.26984	3.61495	2.24046	1.38856	1.38856	2.42506	1.51224	3.03432	1.28881	0.829682	2.51995	3.02744	0.97637	0.97637	2.15705	1.99611	1.5773	0.962617	3.64552	0.506755	3.50713	0	1.47754	2.05253	2.08772	2.02848	2.64131	3.27478	3.22267	5.4013	4.39645	4.29179	1.55215	1.92607	0	2.2773
PWY66-398: TCA cycle III (animals)	13.8698	13.8849	15.6819	13.123	12.5932	9.275	9.275	11.353	10.2525	10.5666	6.08248	4.7621	6.13751	10.5	2.26582	2.26582	3.71387	6.07046	6.80938	11.864	15.8999	8.88045	16.9936	8.19862	7.24955	6.76211	6.5809	8.56785	9.3724	8.68194	10.4361	14.6829	12.2234	17.4993	5.90146	8.49264	6.74772	4.76963
PWY66-399: gluconeogenesis III	57.6645	54.3252	46.4836	53.3837	54.3455	47.4491	47.4491	49.4544	45.7544	48.1414	52.0572	38.3243	44.3237	48.8902	41.2838	41.2838	54.2341	51.8168	42.3264	42.6116	40.4595	46.6528	53.359	47.1124	46.7392	49.5151	51.3206	49.2312	51.6987	55.2885	52.3506	57.6474	58.2279	56.6218	50.4263	57.6733	37.4671	44.0366
PWY66-409: superpathway of purine nucleotide salvage	63.6919	63.733	59.3523	67.2831	66.2813	63.0461	63.0461	62.7299	57.9766	60.9435	70.37	60.8778	64.0395	66.5384	68.3736	68.3736	73.1994	66.6578	63.7308	57.2599	55.0354	60.3487	52.6731	65.5999	58.3509	60.5803	62.012	62.4938	68.9039	74.9583	70.0881	72.2387	73.2278	70.1242	73.5802	77.455	58.2193	75.3719
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	101.443	101.409	94.7618	99.979	90.4801	90.8625	90.8625	80.338	91.1934	80.6062	95.539	70.5977	85.0612	90.3482	87.9724	87.9724	95.0737	78.0971	82.9248	81.3109	82.4314	92.4392	81.9026	87.5602	89.4609	93.9209	71.6967	74.964	82.8892	75.9062	86.5214	77.8173	91.6857	77.6048	88.8622	98.9545	73.3932	93.0507
PWY6666-2: dopamine degradation	0.20566	0.205861	0	0.413213	0	0	0	0	0	0	0	0	0.164111	0.0920819	0	0	0.366028	0	0	0	0	0	0	0	0	0	0	0	0	0.127742	0	0	0	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	3.01942	3.02252	1.88676	1.50516	3.63445	1.70153	1.70153	0.387739	0.36943	1.71611	1.05264	0	1.09421	1.07065	1.03763	1.03763	1.50624	1.9274	0.868464	1.37257	1.63661	0	0	0	0	0.811623	1.80613	2.65153	0.647566	1.53789	0.580197	0	1.54532	0	1.02822	0	0	1.64025
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	39.6894	39.7317	35.0825	40.5867	36.7373	41.7016	41.7016	34.7391	37.2158	39.2257	41.5048	32.2736	35.2838	38.1434	31.7546	31.7546	38.6155	31.0004	31.1214	32.6867	33.8378	35.7117	35.8499	34.465	33.2221	34.4807	31.6034	34.9304	33.9208	40.282	37.1007	37.4189	36.1999	39.3847	34.2385	36.5225	31.9617	33.3359
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0	0	0	0.829576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REDCITCYC: TCA cycle VI (Helicobacter)	21.5152	21.5659	26.0281	26.3918	22.156	24.4965	24.4965	21.0667	19.988	17.6899	28.8453	22.4005	27.3352	27.6526	25.2595	25.2595	25.2007	25.1399	21.506	26.8848	23.7493	26.6703	22.4175	27.6761	25.9003	25.5918	23.9219	28.3989	25.1042	33.7239	31.6629	27.6911	30.0824	24.4778	28.3977	28.7401	23.1701	31.2878
RHAMCAT-PWY: L-rhamnose degradation I	0.636026	0.636678	1.7719	0.927571	0.911214	0.588582	0.588582	0.726917	0.497569	0.197585	0.990905	0.845002	0.801294	0.797534	1.31611	1.31611	1.32451	1.00487	1.12653	0	0.622586	1.21463	0.393726	0.792332	0	0.661034	0.422839	1.48309	0.772076	1.39358	0	1.15384	1.11735	1.71989	0.88734	1.59696	0.427487	1.60704
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	22.4682	22.4826	25.0386	25.7607	25.5473	19.2209	19.2209	19.7733	14.7935	23.848	23.336	18.1637	21.9772	21.051	19.9418	19.9418	29.5363	23.7944	25.0925	24.8789	18.8255	27.3746	20.0571	26.3825	18.8779	28.0542	21.801	15.8201	25.1492	19.3319	19.1214	19.148	23.4459	19.8946	26.5489	26.7168	18.8685	27.2457
RUMP-PWY: formaldehyde oxidation I	0.457746	0.458215	0	0.345779	0	0.415178	0.415178	0	0	0	0.430054	0	0	0	0	0	0.193682	0	0	0	0.625442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	20.9046	20.9265	18.4121	22.3616	25.5545	20.2107	20.2107	20.1222	15.4498	19.7343	22.4654	14.2375	18.5115	23.8371	15.6545	15.6545	21.504	19.4004	17.4778	13.5109	15.5103	14.3271	10.5338	13.7031	17.5807	18.2899	19.961	27.8748	18.3641	20.7683	22.6815	20.2074	22.4026	17.4859	19.2748	20.921	12.9646	20.0426
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	72.2626	72.3428	60.5751	68.512	73.8886	61.6845	61.6845	63.313	58.1264	60.7969	60.0834	42.1583	52.3297	62.2535	56.5251	56.5251	70.4546	56.1926	49.4116	45.3841	57.982	49.5134	53.6544	48.4335	52.5178	63.8929	55.4127	59.6282	62.1623	54.5702	67.6339	63.1332	59.3586	61.2356	66.1885	58.5596	40.8712	58.5204
SO4ASSIM-PWY: assimilatory sulfate reduction I	55.1441	55.1963	59.041	53.9602	60.8795	51.5784	51.5784	55.3806	45.4169	54.1431	52.1456	39.9299	47.9627	50.2272	51.8063	51.8063	55.9504	51.5087	48.9159	54.6271	47.6171	52.4203	44.942	49.4167	47.8359	56.0085	45.2638	53.2226	56.8426	57.8667	52.8275	56.7254	60.4436	54.8337	58.6618	57.6342	48.878	52.4248
SUCSYN-PWY: sucrose biosynthesis I (from photosynthesis)	0	0	0	0	0	0	0	0	0	0.978023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	26.0664	26.0927	31.034	29.8783	34.093	31.5415	31.5415	32.5822	28.7163	31.7018	37.2121	26.2345	30.9291	29.9861	35.7432	35.7432	32.2573	29.1377	31.7407	22.8832	28.1474	31.3913	23.0996	24.8314	33.5125	33.9912	28.5124	32.4059	31.9509	31.4821	36.7162	37.8721	40.6245	32.8088	36.4367	37.0728	34.4849	36.6499
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	41.4543	41.3543	42.2457	38.098	43.2151	44.0017	44.0017	42.7614	32.1897	33.6934	49.591	44.1199	51.1686	49.9635	43.2532	43.2532	45.811	47.6501	37.2107	35.9948	44.0716	44.6226	30.1972	39.1204	41.4826	31.3374	44.3407	49.3241	43.553	65.5022	56.9909	55.1015	56.2344	47.6362	51.9656	48.2977	38.9711	49.8803
TCA: TCA cycle I (prokaryotic)	41.6625	41.7125	44.3598	37.9057	44.7534	50.4869	50.4869	45.0189	32.6966	33.8187	54.4148	48.1403	57.3603	56.3295	47.2103	47.2103	47.8675	54.2356	41.1917	37.7412	46.4677	47.4162	29.1451	40.4493	46.3362	31.3453	48.1387	57.51	45.7502	77.4964	66.0542	62.6756	65.3245	52.6069	58.4862	53.7056	45.9133	57.6171
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17842	0	3.27667	5.02801	3.76287	0	3.79437	0	5.25782	3.15746	3.60233	3.26766	0	3.31776	6.48515	0	9.78165
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0.182394	0.182581	0	0.146474	0	0	0	0	0	0	0.0983044	0	0	0.277792	0	0	0	0.117896	0	0	0	0	0	0	0	0	0	0.137249	0.24938	0	1.51294	0	0	0	0.75893	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis	84.0427	84.1291	75.9993	80.7055	77.7066	69.811	69.811	65.717	66.8589	73.2802	73.5165	52.5353	67.8624	73.4252	58.7975	58.7975	71.6241	61.4827	62.5002	68.1308	73.4157	72.9651	74.6765	70.1614	68.343	78.1546	65.6141	65.0007	72.4622	68.9688	73.384	70.0098	74.2289	78.486	66.7084	68.76	48.7429	63.3027
TRNA-CHARGING-PWY: tRNA charging	98.5361	98.6222	93.5287	100.935	95.5154	89.2852	89.2852	81.9535	85.6212	83.439	94.722	73.8706	86.3913	90.254	81.9226	81.9226	92.7075	77.5777	78.7367	83.2477	89.6248	84.1062	90.5637	85.5352	80.3252	88.9448	74.7767	76.8418	84.2795	84.0597	88.474	83.9947	87.8434	86.3694	82.9499	84.2965	68.4835	82.7569
TRPSYN-PWY: L-tryptophan biosynthesis	0	0	1.13502	1.22798	1.1876	0	0	1.50156	0	0	0	0	1.61445	1.16466	1.35544	1.35544	0.643608	0	1.44112	26.4478	30.4626	34.3603	29.5302	36.5065	42.1319	40.6363	35.972	42.6817	39.278	41.3413	46.8959	47.7694	42.7934	34.4682	40.5739	48.7572	33.061	45.6083
TYRFUMCAT-PWY: L-tyrosine degradation I	3.7127	3.71651	1.64714	2.70191	4.21689	2.92297	2.92297	4.1545	3.49703	3.49686	3.22053	0	2.0301	2.88403	1.52931	1.52931	2.85693	1.34831	3.38357	0	0.506688	0	0	0.865078	0	1.59109	6.63172	3.42727	2.55969	1.98607	4.13146	2.29824	1.31936	2.47348	2.47384	4.17605	0	2.16467
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	0.758199	0.758976	0	0	0	0	0	0	0	0	0	0	0.814308	0	1.20471	1.20471	2.88666	0.600326	0	0	0	0	0	0	0	0	0	0.955239	0	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	56.0397	56.096	47.1864	53.6462	46.5394	42.1206	42.1206	41.3277	37.9282	45.0441	53.5239	33.5135	46.2568	42.77	50.344	50.344	58.7694	49.5955	50.8325	31.0442	36.1533	32.7768	29.888	32.4336	42.9322	45.2893	40.2582	39.8708	46.8269	42.1377	52.9212	47.5673	47.5742	45.0359	49.9617	55.4612	32.9898	52.039
URSIN-PWY: ureide biosynthesis	3.58428	3.58795	3.87489	3.97292	2.89092	0	0	0.812096	5.1814	0	1.92326	2.02817	2.85416	2.89981	3.08127	3.08127	3.29516	3.22133	3.41631	2.17934	0.592329	3.12633	0	0	4.72299	2.01775	3.13556	5.79598	2.02251	1.7758	3.18236	0	1.20217	0	1.76657	4.88184	1.38003	1.45647
VALSYN-PWY: L-valine biosynthesis	192.447	192.473	190.949	199.629	199.548	174.331	174.331	162.455	172.963	165.799	189.709	158.977	169.755	185.197	158.463	158.463	176.62	151.629	156.897	169.651	178.094	180.116	200.506	184.076	162.908	176.372	163.889	166.608	164.694	184.424	188.94	183.351	191.966	194.582	168.34	176.092	148.797	166.032
